# See the documentation on the wiki to learn how to edit this file.
#-------------------------------
#[BULBASAUR]
#Name = Bulbasaur
#Types = GRASS,POISON
#BaseStats = 45,49,49,45,65,65
#GenderRatio = FemaleOneEighth
#GrowthRate = Parabolic
#BaseExp = 64
#EVs = SPECIAL_ATTACK,1
#CatchRate = 45
#Happiness = 50
#Abilities = OVERGROW
#HiddenAbilities = CHLOROPHYLL
#Moves = 1,TACKLE,1,GROWL,3,VINEWHIP,6,GROWTH,9,LEECHSEED,12,RAZORLEAF,15,POISONPOWDER,15,SLEEPPOWDER,18,SEEDBOMB,21,TAKEDOWN,24,SWEETSCENT,27,SYNTHESIS,30,WORRYSEED,33,DOUBLEEDGE,36,SOLARBEAM
#TutorMoves = AMNESIA,ATTRACT,BODYSLAM,BULLETSEED,CHARM,CUT,DOUBLETEAM,ENDURE,ENERGYBALL,FACADE,FALSESWIPE,FLASH,GIGADRAIN,GRASSKNOT,GRASSPLEDGE,GRASSYGLIDE,GRASSYTERRAIN,HELPINGHAND,HIDDENPOWER,LEAFSTORM,LIGHTSCREEN,MAGICALLEAF,POWERWHIP,PROTECT,REST,ROCKSMASH,ROUND,SAFEGUARD,SEEDBOMB,SLEEPTALK,SLUDGEBOMB,SNORE,SOLARBEAM,STRENGTH,SUBSTITUTE,SUNNYDAY,SWAGGER,SWORDSDANCE,TOXIC,VENOSHOCK,WEATHERBALL,WORKUP
#EggMoves = AMNESIA,CHARM,CURSE,GRASSYTERRAIN,INGRAIN,LEAFSTORM,MAGICALLEAF,NATUREPOWER,PETALDANCE,POWERWHIP,SKULLBASH,SLUDGE
##EggGroups = Monster,Grass
#HatchSteps = 5120
#Height = 0.7
#Weight = 6.9
#Color = Green
#Shape = Quadruped
#Habitat = Grassland
#Category = Seed
#Pokedex = Bulbasaur can be seen napping in bright sunlight. There is a seed on its back. By soaking up the sun's rays, the seed grows progressively larger.
#Generation = 1
#Evolutions = IVYSAUR,Level,16
#-------------------------------
[MOLLUCOTTA]
Moves = 1,PECK,1,BABYDOLLEYES,4,PLUCK,8,HEADBUTT,12,METALSOUND,16,IRONDEFENSE,20,METALCLAW,24,ROCKSMASH,28,DRILLPECK,36,ROOST,44,BRAVEBIRD,46,WOODHAMMER,53,HEADSMASH
TutorMoves = CUT,STRENGTH,DIVE,WORKUP,HELPINGHAND,BULKUP,CALMMIND,HIDDENPOWER,PROTECT,RAINDANCE,SUNNYDAY,SOLARBLADE,DIG,BRICKBREAK,REFLECT,SAFEGUARD,FACADE,REST,ATTRACT,ROUND,ALLYSWITCH,FALSESWIPE,SCALD,BODYSLAM,SWORDSDANCE,SUBSTITUTE,PSYCHUP,SCREECH,UTURN,PLAYROUGH
EggMoves = DEFOG,ROCKBLAST,DOUBLEEDGE,LOWKICK
EggGroups = Field
HatchSteps = 8960
Height = 0.6
Weight = 19.5
Color = Blue
Shape = Serpentine
Habitat = Urban
Category = Helper
Pokedex = Breezy
Evolutions = BEAKRAFT,Level,31
#-------------------------------
[BEAKRAFT]
Name = Beakraft
Types = STEEL,FLYING
BaseStats = 75,95,120,78,50,60
GenderRatio = Female50Percent
GrowthRate = Medium
BaseExp = 166
EVs = ATTACK,2
CatchRate = 60
Happiness = 70
Abilities = TECHNICIAN,ROCKHEAD
HiddenAbilities = CARPENTER
Moves = 0,IRONHEAD,1,PECK,1,HARDEN,1,BABYDOLLEYES,4,PLUCK,8,HEADBUTT,12,METALSOUND,16,IRONDEFENSE,20,METALCLAW,24,ROCKSMASH,28,DRILLPECK,32,LIGHTSCREEN,32,REFLECT,38,ROOST,42,HAMMERARM,47,BRAVEBIRD,52,WOODHAMMER,57,HEADSMASH,62,MEGAHORN
TutorMoves = FLY,STRENGTH,DEFOG,WORKUP,HELPINGHAND,BULKUP,HIDDENPOWER,SWAGGER,TAUNT,PROTECT,SANDSTORM,RETURN,DIG,LIGHTSCREEN,REFLECT,AERIALACE,FACADE,FALSESWIPE,STEELWING,FLASHCANNON,BODYPRESS,BULLETSEED,SCOURINGWINDS,GIGAIMPACT,BODYSLAM,GYROBALL,ROCKSLIDE,SCREECH,UTURN,SHADOWCLAW,ZENHEADBUTT
EggMoves = SPLASH
EggGroups = Field
HatchSteps = 8960
Height = 0.6
Weight = 19.5
Color = Blue
Shape = Serpentine
Habitat = Urban
Category = Builder
Pokedex = Breezy
#-------------------------------
[MACRABRA]
Name = Macrabra
Types = GHOST,BUG
BaseStats = 80,40,125,29,65,135
GenderRatio = Female50Percent
GrowthRate = Medium
BaseExp = 168
EVs = DEFENSE,1,SPECIAL_DEFENSE,2
CatchRate = 60
Happiness = 35
Abilities = SOUNDPROOF,OVERCOAT
HiddenAbilities = PRANKSTER
Moves = 1,WITHDRAW,1,ASTONISH,5,STRUGGLEBUG,10,CURSE,15,SHADOWSNEAK,20,INFESTATION,25,HAUNT,30,PAINSPLIT,35,CONFUSERAY,40,BUGBUZZ,45,NASTYPLOT,50,PERISHSONG,55,CHILLINGWAIL,60,STRENGTHSAP
TutorMoves = DEFOG,TRICKROOM,HELPINGHAND,HIDDENPOWER,SWAGGER,TAUNT,TRIATTACK,PROTECT,SANDSTORM,RAINDANCE,SUNNYDAY,HAIL,PSYSHOCK,HEX,LIGHTSCREEN,REFLECT,SAFEGUARD,TORMENT,REST,SLEEPTALK,DREAMEATER,THIEF,ALLYSWITCH,FALSESWIPE,FLASHCANNON,BODYPRESS,PSYCRUSH,GRASSKNOT,TOXIC,WILLOWISP,THUNDERWAVE,BITINGCOLD,GYROBALL,SWORDSDANCE,SUBSTITUTE,PSYCHUP,SPEEDSWAP,POWERSWAP,GUARDSWAP,XSCISSOR,SCREECH,UTURN,SNARL,DAZZLINGGLEAM
EggMoves = SPEEDSWAP,IMPRISON,GRUDGE,TOPSYTURVY,FOULPLAY
EggGroups = Amorphous
HatchSteps = 5355
Height = 0.4
Weight = 3.6
Color = Black
Shape = Serpentine
Habitat = Urban
Category = Screeching
Pokedex = Breezy
#-------------------------------
[XIBALBAT]
Name = Xibalbat
Types = STEEL,DARK
BaseStats = 65,135,85,64,50,65
GenderRatio = Genderless
GrowthRate = Medium
BaseExp = 168
EVs = ATTACK,2
CatchRate = 60
Happiness = 35
Abilities = LEVITATE
HiddenAbilities = BLADEMASTER
Moves = 1,SLASH,1,CUT,1,LASERFOCUS,2,FALSESWIPE,7,SCARYFACE,12,PAYDAY,17,BRUTALSWING,22,DESTINYBOND,27,SMARTSTRIKE,32,SWORDSDANCE,37,POWERTRIP,42,SUCKERPUNCH,47,TOPSYTURVY,52,THROATCHOP,57,NIGHTSLASH,62,GUILLOTINE,67,SACREDSWORD
TutorMoves = CUT,TAUNT,PROTECT,TRIATTACK,HIDDENPOWER,AERIALACE,STEELWING,FOCUSBLAST,ACROBATICS,THUNDERWAVE,ASSURANCE,BRUTALSWING,GYROBALL,SWORDSDANCE,REST,SLEEPTALK,SWORDSDANCE,DRAGONCLAW,XSCISSOR,UTURN,ZENHEADBUTT,SHADOWCLAW,DARKPULSE,SNARL,FLASHCANNON,DRILLRUN,MYSTICBLADE,FORGEBREATH
EggGroups = Undiscovered
HatchSteps = 5355
Height = 0.4
Weight = 3.6
Color = Black
Shape = Serpentine
Habitat = Urban
Category = Idol?
Pokedex = Breezy
#-------------------------------
[TROPIUS]
Name = Tropius
Types = GRASS,FLYING
BaseStats = 99,68,83,72,87,51
GenderRatio = Female50Percent
GrowthRate = Slow
BaseExp = 161
EVs = HP,2
CatchRate = 200
Happiness = 70
Abilities = CHLOROPHYLL,SOLARPOWER
HiddenAbilities = HARVEST
Moves = 1,DRAGONHAMMER,1,LEAFSTORM,1,LEER,1,GUST,1,GROWTH,1,RAZORLEAF,6,SWEETSCENT,10,STOMP,16,MAGICALLEAF,21,ROAR,26,LEAFTORNADO,30,NATURALGIFT,30,RECYCLE,36,AIRSLASH,41,BODYSLAM,46,DRAGONHAMMER,50,SYNTHESIS,56,SOLARBEAM,61,LEAFSTORM
TutorMoves = CUT,PROTECT,AERIALACE,STEELWING,REST,SLEEPTALK,STRENGTH,ROAR,SUNNYDAY,SOLARBEAM,SOLARBLADE,EARTHQUAKE,ENERGYBALL,BULLETSEED,GRASSKNOT,GIGAIMPACT,DRAGONPULSE,HYPERBEAM,GIGADRAIN,SAFEGUARD,DOUBLETEAM,FACADE,ATTRACT,ROOST,ENDURE,FLASH,BULLDOZE,SWAGGER,SUBSTITUTE,FLY,DEFOG,ROCKSMASH
EggGroups = Monster,Grass
HatchSteps = 6630
Height = 6.5
Weight = 100.0
Color = Green
Shape = Quadruped
Category = Fruit
Pokedex = Because it continually ate only its favorite fruit, the fruit started growing around its neck.
Evolutions = TITANOTROP,Titanotrop,42
#-------------------------------
[TITANOTROP]
Name = Titanotrop
Types = GRASS,DRAGON
BaseStats = 183,103,104,29,72,90
GenderRatio = Female50Percent
GrowthRate = Slow
BaseExp = 255
EVs = HP,3,SPECIAL_ATTACK,1
CatchRate = 200
Happiness = 70
Abilities = LEAFGUARD,SOLARPOWER
HiddenAbilities = HARVEST
Moves = 0,WOODHAMMER,1,DRAGONHAMMER,1,LEAFSTORM,1,LEER,1,HEAVYSLAM,1,GROWTH,1,RAZORLEAF,6,SWEETSCENT,10,STOMP,16,MAGICALLEAF,21,ROAR,26,LEAFTORNADO,30,NATURALGIFT,30,RECYCLE,36,DRAGONDANCE,41,BODYSLAM,46,BESTOW,50,SYNTHESIS,56,SOLARBEAM,61,LEAFSTORM,75,OUTRAGE,83,GIGAIMPACT
TutorMoves = CUT,TAUNT,TRIATTACK,STEELWING,ASSURANCE,BRUTALSWING,GYROBALL,REST,SLEEPTALK,DRAGONCLAW,XSCISSOR,ZENHEADBUTT,SHADOWCLAW,SNARL,SURF,STRENGTH,ROAR,RAINDANCE,SUNNYDAY,SOLARBEAM,SOLARBLADE,EARTHQUAKE,BRICKBREAK,ENERGYBALL,BULLETSEED,GRASSKNOT,BODYSLAM,BRUTALSWING,ROCKSLIDE,DRAGONPULSE,STONEEDGE
EggGroups = Monster,Grass
HatchSteps = 6630
Height = 22.5
Weight = 500.0
Color = Green
Shape = Quadruped
Category = Fruit Bunch
Pokedex = Breezy
#-------------------------------
[BANAGNAW]
Name = Banagnaw
Types = GRASS,WATER
BaseStats = 30,40,75,75,35,50
GenderRatio = Female50Percent
GrowthRate = Medium
BaseExp = 67
EVs = ATTACK,1
CatchRate = 190
Happiness = 70
Abilities = GLUTTONY
HiddenAbilities = SWIFTSWIM
Moves = 1,TACKLE,1,LEAFAGE,5,SPLASH,9,LEAFAGE,9,AQUAJET,13,GROWTH,17,BITE,22,HORNLEECH,27,AQUATAIL,32,TAKEDOWN,37,SUNNYDAY,37,RAINDANCE,43,SYNTHESIS,49,DOUBLEEDGE,55,GRASSYGLIDE,61,LIQUIDATION
TutorMoves = SURF,DIVE,WORKUP,SWAGGER,TAUNT,ICEBEAM,BLIZZARD,RAINDANCE,SOLARBEAM,BRICKBREAK,LIQUIDATION,SCALD,ENERGYBALL,GRASSKNOT,BODYSLAM,ASSURANCE,FOULPLAY,WILDCHARGE
EggMoves = SOLARBLADE,OCTAZOOKA,PSYCHICFANGS,ICEFANG
EggGroups = Water2,Grass
HatchSteps = 5355
Height = 0.3
Weight = 5.4
Color = Green
Shape = Finned
Category = Peckish
Pokedex = banana fish
Evolutions = POTASSOPOD,TradeItem,DUSKSTONE,NANAHI,Level,22
#-------------------------------
[NANAHI]
Name = Nanahi
Types = GRASS,WATER
BaseStats = 79,97,95,113,50,61
GenderRatio = Female50Percent
GrowthRate = Medium
BaseExp = 168
EVs = ATTACK,2
CatchRate = 60
Happiness = 70
Abilities = UNBURDEN
HiddenAbilities = SWIFTSWIM
Moves = 0,CRUNCH,1,TACKLE,1,LEAFAGE,1,SPLASH,5,LEAFAGE,9,AQUAJET,13,GROWTH,17,BITE,22,HORNLEECH,27,AQUATAIL,32,TAKEDOWN,37,SUNNYDAY,37,RAINDANCE,45,SYNTHESIS,53,DOUBLEEDGE,61,GRASSYGLIDE,69,LIQUIDATION
TutorMoves = SURF,WATERFALL,DIVE,ICEBEAM,BLIZZARD,HYPERBEAM,RAINDANCE,SOLARBEAM,LIQUIDATION,SCALD,ENERGYBALL,GRASSKNOT,ACROBATICS,SPEEDSWAP,UTURN,WILDCHARGE
EggGroups = Water2,Grass
HatchSteps = 5355
Height = 1.2
Weight = 19.0
Color = Green
Shape = Finned
Category = Golden Skin
Pokedex = banana ...dolphin?
#-------------------------------
[POTASSOPOD]
Name = Potassopod
Types = GRASS,POISON
BaseStats = 115,65,80,35,110,110
GenderRatio = Female50Percent
GrowthRate = Medium
BaseExp = 168
EVs = SPECIAL_DEFENSE,2
CatchRate = 60
Happiness = 70
Abilities = SHEDSKIN,MARVELSCALE
HiddenAbilities = SLIPPERYPEEL
Moves = 0,SLUDGEWAVE,1,BUBBLE,1,ABSORB,1,SPLASH,1,RECOVER,5,ABSORB,9,BUBBLE,13,GROWTH,17,ACIDSPRAY,22,MEGADRAIN,27,BUBBLEBEAM,32,TOXIC,37,TOXICSPIKES,45,VENOMDRENCH,53,ENERGYBALL,61,SHADOWBALL,69,HYDROPUMP
TutorMoves = SURF,WATERFALL,DIVE,CALMMIND,VENOSHOCK,SWAGGER,TAUNT,ICEBEAM,BLIZZARD,HEX,HYPERBEAM,RAINDANCE,SOLARBEAM,SLUDGEBOMB,FOCUSBLAST,SCALD,ENERGYBALL,GRASSKNOT,GYROBALL,NASTYPLOT,SPEEDSWAP,DARKPULSE,WORKUP,BODYSLAM,ALLYSWITCH
EggGroups = Amorphous,Grass
HatchSteps = 5355
Height = 0.6
Weight = 5.9
Color = Purple
Shape = Finned
Category = Rotten
Pokedex = banana octopus, oh hey its like octilerry but actually makes sense
#-------------------------------
[SUCHIP]
Name = Suchip
Types = DRAGON
BaseStats = 65,70,50,50,40,55
GenderRatio = FemaleOneEighth
GrowthRate = Slow
BaseExp = 72
EVs = HP,1,ATTACK,1
CatchRate = 45
Happiness = 70
Abilities = GLUTTONY,IMMUNITY
HiddenAbilities = STRONGJAW
Moves = 1,TWISTER,1,GROWL,4,BITE,8,TICKLE,12,POISONFANG,16,ROAR,20,DRAGONTAIL,24,CURSE,28,CRUNCH,32,TOXIC,36,DRAGONCLAW,40,RECYCLE,44,VENOMDRENCH,48,BELCH,52,GUNKSHOT,56,OUTRAGE
TutorMoves = WORKUP,EXPLOSION,VENOSHOCK,SWAGGER,HYPERBEAM,EARTHQUAKE,DIG,BRICKBREAK,SLUDGEBOMB,SCORCHINGSANDS,FOCUSBLAST,BODYPRESS,BODYSLAM,FOULPLAY,ROCKSLIDE,DRAGONPULSE,DRAGONCLAW,POISONJAB
EggMoves = FIREFANG,ICEFANG,THUNDERFANG
EggGroups = Monster,Dragon
HatchSteps = 10455
Height = 3.3
Weight = 10.5
Color = Purple
Shape = Quadruped
Category = Hunger
Pokedex = This is an ancient Pokémon, revived in modern times. It has a violent disposition, and it'll tear apart anything it gets between its hefty jaws.
Evolutions = SUCHOBILE,Level,39
#-------------------------------
[SUCHOBILE]
Name = Suchobile
Types = DRAGON,POISON
BaseStats = 110,120,80,40,85,80
GenderRatio = FemaleOneEighth
GrowthRate = Slow
BaseExp = 182
EVs = HP,1,ATTACK,2
CatchRate = 45
Happiness = 70
Abilities = GLUTTONY,CORROSION
HiddenAbilities = STRONGJAW
Moves = 1,TWISTER,1,GROWL,4,BITE,8,TICKLE,12,POISONFANG,16,ROAR,20,DRAGONTAIL,24,CURSE,28,CRUNCH,32,TOXIC,36,DRAGONCLAW,42,RECYCLE,48,VENOMDRENCH,54,BELCH,60,GUNKSHOT,66,OUTRAGE
TutorMoves = WORKUP,EXPLOSION,VENOSHOCK,SWAGGER,TAUNT,HYPERBEAM,EARTHQUAKE,DIG,BRICKBREAK,FLAMETHROWER,FIREBLAST,SLUDGEBOMB,SCORCHINGSANDS,FOCUSBLAST,BODYPRESS,BODYSLAM,FOULPLAY,ROCKSLIDE,DRAGONPULSE,DRAGONCLAW,POISONJAB,SWORDSDANCE,NASTYPLOT,STONEEDGE,ZENHEADBUTT
EggGroups = Monster,Dragon
HatchSteps = 10455
Height = 1.9
Weight = 305.0
Color = Purple
Shape = Quadruped
Category = Forbearance
Pokedex = This Pokémon is from about 100,000,000 years ago. It has the presence of a king, vicious but magnificent.
#-------------------------------
[FRIZZARD]
Name = Frizzard
Types = DRAGON,ICE
BaseStats = 90,45,75,89,105,101
GenderRatio = FemaleOneEighth
GrowthRate = Slow
BaseExp = 182
EVs = HP,1,ATTACK,2
CatchRate = 45
Happiness = 70
Abilities = REFRIGERATE,ICEBODY
HiddenAbilities = SOLARPOWER
Moves = 1,ICYWIND,1,SMOKESCREEN,1,BITINGCOLD,6,TWISTER,12,HAZE,18,AURORABEAM,24,DRAGONBREATH,30,ICEBEAM,36,HAIL,42,DRAGONCLAW,48,DRAGONPULSE,54,BLIZZARD,65,WEATHERBALL,76,AURORAVEIL
TutorMoves = CUT,SURF,STRENGTH,DEFOG,WORKUP,CALMMIND,ROAR,EXPLOSION,SWAGGER,TAUNT,ICEBEAM,BLIZZARD,TRIATTACK,HAIL,SOLARBEAM,THUNDERBOLT,THUNDER,EARTHQUAKE,DIG,BRICKBREAK,LIGHTSCREEN,REFLECT,FIREBLAST,SLUDGEBOMB,ROCKTOMB,AERIALACE,FACADE,REST,SLEEPTALK,THIEF,LOWSWEEP,SCORCHINGSANDS,FALSESWIPE,FLASHCANNON,FOCUSBLAST,BODYPRESS,SCALD,ENERGYBALL,TOXIC,THUNDERWAVE,BITINGCOLD,BODYSLAM,ASSURANCE,BRUTALSWING,ROCKSLIDE,DRAGONPULSE,SCREECH,DAZZLINGGLEAM,WILDCHARGE,AVALANCHE,DRILLRUN,FROSTKICK
EggMoves = FROSTBREATH,HYPERVOICE,DRAGONTAIL
EggGroups = Monster,Dragon
HatchSteps = 10455
Height = 1.9
Weight = 305.0
Color = Purple
Shape = Quadruped
Category = Forbearance
Pokedex = This Pokémon is from about 100,000,000 years ago. It has the presence of a king, vicious but magnificent.
#-------------------------------
[ZARCOIL]
Name = Zarcoil
Types = DRAGON,FIRE
BaseStats = 65,110,68,72,115,75
GenderRatio = FemaleOneEighth
GrowthRate = Slow
BaseExp = 182
EVs = HP,1,ATTACK,2
CatchRate = 45
Happiness = 70
Abilities = FLASHFIRE,FLAMEBODY
HiddenAbilities = SLUSHRUSH
Moves = 1,EMBER,1,SMOKESCREEN,1,WILLOWISP,6,TWISTER,12,HONECLAWS,18,CHARGEBEAM,24,BREAKINGSWIPE,30,FLAMETHROWER,36,SUNNYDAY,42,DRAGONCLAW,48,DRAGONPULSE,54,HEATWAVE,65,FIREBLAST,76,WEATHERBALL
TutorMoves = CUT,SURF,STRENGTH,DEFOG,WORKUP,BULKUP,ROAR,EXPLOSION,SWAGGER,TAUNT,BLIZZARD,TRIATTACK,SUNNYDAY,SOLARBLADE,THUNDERBOLT,THUNDER,EARTHQUAKE,DIG,BRICKBREAK,LIGHTSCREEN,REFLECT,FLAMETHROWER,FIREBLAST,SLUDGEBOMB,ROCKTOMB,AERIALACE,FACADE,REST,SLEEPTALK,THIEF,LOWSWEEP,SCORCHINGSANDS,FALSESWIPE,FLASHCANNON,FOCUSBLAST,BODYPRESS,SCALD,TOXIC,WILLOWISP,THUNDERWAVE,FLAMEWHEEL,BODYSLAM,ASSURANCE,BRUTALSWING,ROCKSLIDE,DRAGONCLAW,SCREECH,DAZZLINGGLEAM,WILDCHARGE,AVALANCHE,DRILLRUN
EggMoves =  LAVAPLUME,HYPERVOICE,DRAGONTAIL
EggGroups = Monster,Dragon
HatchSteps = 10455
Height = 1.9
Weight = 305.0
Color = Purple
Shape = Quadruped
Category = Forbearance
Pokedex = This Pokémon is from about 100,000,000 years ago. It has the presence of a king, vicious but magnificent.
#-------------------------------
[BURBRAWL]
Name = Burbrawl
Types = FIGHTING,FLYING
BaseStats = 40,70,35,70,45,40
GenderRatio = Female50Percent
GrowthRate = Fluctuating
BaseExp = 49
EVs = SPEED,1
CatchRate = 255
Happiness = 70
Abilities = FERVOR
Moves = 1,POUND,1,FOCUSENERGY,1,PECK,1,WORKUP,4,PECK,8,WORKUP,10,KARATECHOP,13,WINGATTACK,16,DETECT,19,QUICKATTACK,21,AIRCUTTER,25,BULKUP,28,SKYUPPERCUT,31,PLUCK,33,WIDEGUARD,39,DRILLPECK,42,HELPINGHAND,46,VACUUMWAVE,50,SWAGGER,54,ICESHARD,58,ROOST,62,BRAVEBIRD,69,HIGHJUMPKICK
TutorMoves = FLY,STRENGTH,WORKUP,BULKUP,HELPINGHAND,TAUNT,AERIALACE,FALSESWIPE,STEELWING,FOCUSBLAST,ACROBATICS,SCOURINGWINDS,UTURN,PLAYROUGH,FORCEWAVE
EggMoves = ENDURE,DEFOG,SPITE,ROOST
EggGroups = Flying
HatchSteps = 4080
Height = 0.1
Weight = 0.1
Color = Blue
Shape = Winged
Category = Tiny Bird
Pokedex = pseudo wannabe 1, this movepool is only beeg because of that wannabe btw
Evolutions = HUMBEAT,Level,30
#-------------------------------
[HUMBEAT]
Name = Humbeat
Types = FIGHTING,FLYING
BaseStats = 75,80,90,30,45,85
GenderRatio = Female50Percent
GrowthRate = Fluctuating
BaseExp = 128
EVs = SPEED,2
CatchRate = 120
Happiness = 70
Abilities = TRUANT
Moves = 1,POUND,1,FOCUSENERGY,1,PECK,1,WORKUP,4,PECK,8,WORKUP,10,KARATECHOP,13,WINGATTACK,16,DETECT,19,QUICKATTACK,21,AIRCUTTER,25,BULKUP,28,SKYUPPERCUT,32,PLUCK,35,WIDEGUARD,41,DRILLPECK,45,HELPINGHAND,49,VACUUMWAVE,53,SWAGGER,58,ICESHARD,61,ROOST,66,BRAVEBIRD,70,HIGHJUMPKICK
TutorMoves = FLY,STRENGTH,WORKUP,HELPINGHAND,TAUNT,AERIALACE,FALSESWIPE,STEELWING,FOCUSBLAST,ACROBATICS,SCOURINGWINDS,UTURN,PLAYROUGH,GUARDSWAP,BULKUP,FORCEWAVE
EggGroups = Flying
HatchSteps = 4080
Height = 0.3
Weight = 1.5
Color = Blue
Shape = Winged
Category = Collector
Pokedex = pseudo wannabe 2
Evolutions = HUMMIPUMMEL,Level,50
#-------------------------------
[HUMMIPUMMEL]
Name = Hummipummel
Types = FIGHTING,FAIRY
BaseStats = 60,115,60,139,101,75
GenderRatio = Female50Percent
GrowthRate = Fluctuating
BaseExp = 248
EVs = SPEED,3
CatchRate = 45
Happiness = 70
Abilities = FERVOR
Moves = 1,PLAYROUGH,1,POUND,1,FOCUSENERGY,1,PECK,1,WORKUP,4,PECK,8,WORKUP,11,KARATECHOP,14,WINGATTACK,17,DETECT,20,QUICKATTACK,23,AIRCUTTER,27,BULKUP,30,SKYUPPERCUT,34,PLUCK,37,WIDEGUARD,44,DRILLPECK,48,HELPINGHAND,52,PLAYROUGH,56,VACUUMWAVE,61,ICESHARD,64,ROOST,68,BRAVEBIRD,74,HIGHJUMPKICK
TutorMoves = FLY,STRENGTH,WORKUP,BULKUP,HELPINGHAND,TAUNT,AERIALACE,FALSESWIPE,STEELWING,FOCUSBLAST,ACROBATICS,SCOURINGWINDS,UTURN,PLAYROUGH,SOLARBLADE,LIGHTSCREEN,REFLECT,SCREECH,ZENHEADBUTT,ROCKSLIDE,DRILLRUN,THUNDER,FORCEWAVE
EggGroups = Flying
HatchSteps = 4080
Height = 0.3
Weight = 1.8
Color = Purple
Shape = Winged
Category = Illustrious
Pokedex = pseudo wannabe 3, would make you fighting / flying but people would bitch about it
#-------------------------------
[XOLSMOL]
Name = Xolsmol
Types = WATER
BaseStats = 60,45,39,24,65,60
GenderRatio = Female50Percent
GrowthRate = Fluctuating
BaseExp = 60
EVs = SPECIAL_DEFENSE,1
CatchRate = 20
Happiness = 35
Abilities = DRYSKIN
HiddenAbilities = REGENERATOR
Moves = 1,TACKLE,5,WATERGUN,10,WORKUP,15,EMBER,20,LICK,25,HAZE,30,WATERPULSE,35,FLAMEBURST,44,SCALD,49,WEATHERBALL,59,HYDROPUMP,65,ERUPTION,78,STEAMBURST
TutorMoves = SURF,WATERFALL,DIVE,WORKUP,HELPINGHAND,ROAR,ICEBEAM,BLIZZARD,RAINDANCE,DIG,EARTHQUAKE,BRICKBREAK,ROCKTOMB,LIQUIDATION,SCORCHINGSANDS,SCALD,SNARL,PLAYROUGH
EggMoves = ROAR,CRUNCH,IRONTAIL,BRUTALSWING
EggGroups = Field,Water1
HatchSteps = 10240
Height = 0.5
Weight = 10.8
Color = Purple
Shape = Quadruped
Category = Water Pup
Pokedex = doog but mudkip
WildItemUncommon = SHEDSHELL
Evolutions = AMPHIBARK,Level,30
#-------------------------------
[AMPHIBARK]
Name = Amphibark
Types = WATER,FIRE
BaseStats = 75,70,60,46,95,80
GenderRatio = Female50Percent
GrowthRate = Fluctuating
BaseExp = 158
EVs = SPECIAL_DEFENSE,2
CatchRate = 20
Happiness = 35
Abilities = DRYSKIN
HiddenAbilities = REGENERATOR
Moves = 1,TACKLE,1,WATERGUN,6,WORKUP,15,EMBER,20,LICK,25,HAZE,30,WATERPULSE,35,FLAMEBURST,46,SCALD,54,WEATHERBALL,63,HYDROPUMP,69,ERUPTION,81,STEAMBURST
TutorMoves = SURF,WATERFALL,DIVE,WORKUP,HELPINGHAND,ROAR,ICEBEAM,BLIZZARD,RAINDANCE,DIG,EARTHQUAKE,BRICKBREAK,ROCKTOMB,LIQUIDATION,SCORCHINGSANDS,SCALD,SNARL,PLAYROUGH,FLAMETHROWER,FIREBLAST,WILLOWISP,BULKUP,SUNNYDAY
EggGroups = Dragon,Water1
HatchSteps = 10240
Height = 0.8
Weight = 17.5
Color = Purple
Shape = Quadruped
Category = Water Pup
Pokedex = Its four horns are a high-performance radar system. It uses them to sense sounds and smells, rather than using ears or a nose.
WildItemUncommon = SHEDSHELL
Evolutions = PEROXOTAL,LevelRain,65
#-------------------------------
[PEROXOTAL]
Name = Peroxotal
Types = WATER,FIRE
BaseStats = 107,86,90,64,133,120
GenderRatio = Female50Percent
GrowthRate = Fluctuating
BaseExp = 270
EVs = SPECIAL_DEFENSE,3
CatchRate = 20
Happiness = 35
Abilities = DRYSKIN
HiddenAbilities = REGENERATOR
Moves = 1,TACKLE,1,WATERGUN,6,WORKUP,15,EMBER,20,LICK,25,HAZE,30,WATERPULSE,35,FLAMEBURST,43,SCALD,56,WEATHERBALL,66,HYDROPUMP,72,ERUPTION,89,STEAMBURST
TutorMoves = SURF,WATERFALL,DIVE,WORKUP,HELPINGHAND,ROAR,ICEBEAM,BLIZZARD,RAINDANCE,DIG,EARTHQUAKE,BRICKBREAK,ROCKTOMB,LIQUIDATION,SCORCHINGSANDS,SCALD,SNARL,PLAYROUGH,FLAMETHROWER,FIREBLAST,WILLOWISP,BULKUP,SUNNYDAY,EARTHQUAKE,FOCUSBLAST,FLASHCANNON,AVALANCHE
EggGroups = Dragon,Water1
HatchSteps = 10240
Height = 1.0
Weight = 30.5
Color = Purple
Shape = Quadruped
Category = Cenote
Pokedex = It attacks with retractable horns. It throws a punch that's the equivalent of the force of a hundred pro boxers.
#-------------------------------
[CROACROZEN]
Name = Croacrozen
Types = POISON
BaseStats = 95,65,75,110,100,60
GenderRatio = Female50Percent
GrowthRate = Medium
BaseExp = 166
EVs = SPECIAL_ATTACK,2
CatchRate = 60
Happiness = 70
Abilities = FREEZEOVER
Moves = 1,POUND,1,HARDEN,1,MIST,5,POWDERSNOW,9,ACID,17,ENDURE,20,HAIL,24,SLUDGE,27,AURORABEAM,33,HAIL,35,FROSTBREATH,39,SLUDGEBOMB,43,ICEBEAM,52,NIGHTDAZE,57,SCALD,68,BLIZZARD
